0.5,0,-0.288675134594813,0,-0.235702260395516,0,-0.288675134594813,0,0.166666666666667,0,0,0.333333333333333,0,0,0,0.408248290463863,0,0,0,-0.235702260395516,0,0,0,-0.258198889747161,0,0,0,0,0.316227766016838,0,0,0
0,0,0,0,0,-0.235702260395516,0,0,0,0.666666666666667,0,0,0.166666666666667,0,0,0,0,0,0,0,-0.471404520791032,0,0,0,-0.387298334620742,0,0,0,0,0.316227766016838,0,0
0,0,0.577350269189626,0,-0.235702260395516,0,0,0,-0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,0,0,0.471404520791032,0,0,0,-0.258198889747161,0,0,0,0,0.316227766016838,0,0,0
0,0,0,0,0,-0.235702260395516,0,0.577350269189626,0,-0.333333333333333,0,0,0.166666666666667,0,0,0,-0.408248290463863,0,0,0,0.235702260395516,0,0,0,-0.387298334620742,0,0,0,0,0.316227766016838,0,0
0,0,0,0,0,-0.235702260395516,0,-0.577350269189626,0,-0.333333333333333,0,0,0.166666666666667,0,0,0,0.408248290463863,0,0,0,0.235702260395516,0,0,0,-0.387298334620742,0,0,0,0,0.316227766016838,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.894427190999916,0,0,0,0,0.447213595499958,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894427190999916,0,0,0,0,0.447213595499958,0,0,0,0
0,0,0,0,-0.235702260395516,0,-0.577350269189626,0,-0.333333333333333,0,0,-0.166666666666667,0,0,0,-0.408248290463863,0,0,0,-0.235702260395516,0,0,0,0.387298334620742,0,0,0,0,0.316227766016838,0,0,0
0,0,0,0,-0.235702260395516,0,0.577350269189626,0,-0.333333333333333,0,0,-0.166666666666667,0,0,0,0.408248290463863,0,0,0,-0.235702260395516,0,0,0,0.387298334620742,0,0,0,0,0.316227766016838,0,0,0
0,0,0,0.577350269189626,0,-0.235702260395516,0,0,0,-0.333333333333333,0,0,-0.333333333333333,0,0,0,0,0,0,0,-0.471404520791032,0,0,0,0.258198889747161,0,0,0,0,0.316227766016838,0,0
0,0,0,0,-0.235702260395516,0,0,0,0.666666666666667,0,0,-0.166666666666667,0,0,0,0,0,0,0,0.471404520791032,0,0,0,0.387298334620742,0,0,0,0,0.316227766016838,0,0,0
0,0.5,0,-0.288675134594813,0,-0.235702260395516,0,-0.288675134594813,0,0.166666666666667,0,0,-0.333333333333333,0,0,0,-0.408248290463863,0,0,0,0.235702260395516,0,0,0,0.258198889747161,0,0,0,0,0.316227766016838,0,0
0,-0.5,0,-0.288675134594813,0,-0.235702260395516,0,0.288675134594813,0,0.166666666666667,0,0,-0.333333333333333,0,0,0,0.408248290463863,0,0,0,0.235702260395516,0,0,0,0.258198889747161,0,0,0,0,0.316227766016838,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-0.866025403784439,0,0,0,0,0,0,0,0,0,0,0,0.223606797749979,0,0,0,0,0.447213595499958,0
0,0,0,0,0.707106781186547,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.387298334620742,0,0,0,0,0.316227766016838,0,0,0
0,-0.5,0,-0.288675134594813,0,0.235702260395516,0,-0.288675134594813,0,-0.166666666666667,0,0,0.333333333333333,0,0,0,-0.408248290463863,0,0,0,-0.235702260395516,0,0,0,0.258198889747161,0,0,0,0,0.316227766016838,0,0
0,0.5,0,-0.288675134594813,0,0.235702260395516,0,0.288675134594813,0,-0.166666666666667,0,0,0.333333333333333,0,0,0,0.408248290463863,0,0,0,-0.235702260395516,0,0,0,0.258198889747161,0,0,0,0,0.316227766016838,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,0,0,0,0,0,0,0,-0.816496580927726,0,0,0,0.223606797749979,0,0,0,0,0.447213595499958,0
0,0,0,0.577350269189626,0,0.235702260395516,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,0,0,0.471404520791032,0,0,0,0.258198889747161,0,0,0,0,0.316227766016838,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,0,0,0,-0.707106781186548,0,0,0,0.408248290463863,0,0,0,0.223606797749979,0,0,0,0,0.447213595499958,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,0,0,0,0.707106781186548,0,0,0,0.408248290463863,0,0,0,0.223606797749979,0,0,0,0,0.447213595499958,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
