0,0,0,0,0,-0.166666666666667,0,0,-0.204124145231932,0,0,0.117851130197758,0,0,0.129099444873581,0,0,0.5,0,0,-0.288675134594813,0,0,-0.235702260395516,0,0,-0.288675134594813,0,0,0.166666666666667,0,0,0,-0.182574185835055,0,0,0,0,0.288675134594813,0,0,0,0,0.353553390593274,0,0,0,0,-0.204124145231932,0,0,0,0,-0.223606797749979,0,0,0,0,0,0.258198889747161,0,0,0,0
0,0,0.166666666666667,0,-0.471404520791032,0,-0.117851130197758,0,0,0,0,0,0.333333333333333,0,0,0.273861278752583,0,0,0,0,0,0,0,0,-0.166666666666667,0,0,0,0,0,0.471404520791032,0,0,0,-0.223606797749979,0,0,0,0,0.117851130197758,0,0,0,0,0,0,0,0,0,-0.333333333333333,0,0,0,0,-0.273861278752583,0,0,0,0,0,0.223606797749979,0,0,0
0,0,0,0,0,-0.166666666666667,0,0,0,0,0,-0.235702260395516,0,0,0.129099444873581,0,0,0,0,0,0.577350269189626,0,0,-0.235702260395516,0,0,0,0,0,-0.333333333333333,0,0,0,-0.182574185835055,0,0,0,0,0.288675134594813,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,-0.223606797749979,0,0,0,0,0,0.258198889747161,0,0,0,0
0,0,0.166666666666667,-0.408248290463863,0.235702260395516,0,-0.117851130197758,0,0,0.288675134594813,0,0,-0.166666666666667,0,0,0.273861278752583,0,0,0,0,0,0,0,0,-0.166666666666667,0,0,0.408248290463863,0,0,-0.235702260395516,0,0,0,-0.223606797749979,0,0,0,0,0.117851130197758,0,0,0,0,-0.288675134594813,0,0,0,0,0.166666666666667,0,0,0,0,-0.273861278752583,0,0,0,0,0,0.223606797749979,0,0,0
0,0,0.166666666666667,0.408248290463863,0.235702260395516,0,-0.117851130197758,0,0,-0.288675134594813,0,0,-0.166666666666667,0,0,0.273861278752583,0,0,0,0,0,0,0,0,-0.166666666666667,0,0,-0.408248290463863,0,0,-0.235702260395516,0,0,0,-0.223606797749979,0,0,0,0,0.117851130197758,0,0,0,0,0.288675134594813,0,0,0,0,0.166666666666667,0,0,0,0,-0.273861278752583,0,0,0,0,0,0.223606797749979,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774596669241483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.365148371670111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.447213595499958,0,0,0,0,0,0.258198889747161,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182574185835055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894427190999916,0,0,0,0,0,0.408248290463863,0,0,0,0,0
0,0,0,0,0,0.0833333333333334,0,0,0.204124145231932,0,0,0.117851130197758,0,0,-0.193649167310371,0,0,0,0,0,0,0,0,-0.235702260395516,0,0,-0.577350269189626,0,0,-0.333333333333333,0,0,0,-0.182574185835055,0,0,0,0,-0.144337567297406,0,0,0,0,-0.353553390593274,0,0,0,0,-0.204124145231932,0,0,0,0,0.335410196624968,0,0,0,0,0,0.258198889747161,0,0,0,0
0,0,0,0,0,0.0833333333333334,0,0,-0.204124145231932,0,0,0.117851130197758,0,0,-0.193649167310371,0,0,0,0,0,0,0,0,-0.235702260395516,0,0,0.577350269189626,0,0,-0.333333333333333,0,0,0,-0.182574185835055,0,0,0,0,-0.144337567297406,0,0,0,0,0.353553390593274,0,0,0,0,-0.204124145231932,0,0,0,0,0.335410196624968,0,0,0,0,0,0.258198889747161,0,0,0,0
0,-0.408248290463863,0.166666666666667,0,0.235702260395516,0,0.235702260395516,0,0,0,0,0,0.333333333333333,0,0,-0.182574185835055,0,0,0,0,0,0.408248290463863,0,0,-0.166666666666667,0,0,0,0,0,-0.235702260395516,0,0,0,-0.223606797749979,0,0,0,0,-0.235702260395516,0,0,0,0,0,0,0,0,0,-0.333333333333333,0,0,0,0,0.182574185835055,0,0,0,0,0,0.223606797749979,0,0,0
0,0,0,0,0,0.0833333333333334,0,0,0,0,0,-0.235702260395516,0,0,-0.193649167310371,0,0,0,0,0,0,0,0,-0.235702260395516,0,0,0,0,0,0.666666666666667,0,0,0,-0.182574185835055,0,0,0,0,-0.144337567297406,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0.335410196624968,0,0,0,0,0,0.258198889747161,0,0,0,0
-0.353553390593274,0.204124145231932,0.166666666666667,0.204124145231932,-0.117851130197758,0,0.235702260395516,0,0,0.288675134594813,0,0,-0.166666666666667,0,0,-0.182574185835055,0,0,0.353553390593274,0,0,-0.204124145231932,0,0,-0.166666666666667,0,0,-0.204124145231932,0,0,0.117851130197758,0,0,0,-0.223606797749979,0,0,0,0,-0.235702260395516,0,0,0,0,-0.288675134594813,0,0,0,0,0.166666666666667,0,0,0,0,0.182574185835055,0,0,0,0,0,0.223606797749979,0,0,0
0.353553390593274,0.204124145231932,0.166666666666667,-0.204124145231932,-0.117851130197758,0,0.235702260395516,0,0,-0.288675134594813,0,0,-0.166666666666667,0,0,-0.182574185835055,0,0,-0.353553390593274,0,0,-0.204124145231932,0,0,-0.166666666666667,0,0,0.204124145231932,0,0,0.117851130197758,0,0,0,-0.223606797749979,0,0,0,0,-0.235702260395516,0,0,0,0,0.288675134594813,0,0,0,0,0.166666666666667,0,0,0,0,0.182574185835055,0,0,0,0,0,0.223606797749979,0,0,0
0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,-0.193649167310371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.365148371670111,0,0,0,0,-0.433012701892219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111803398874989,0,0,0,0,0,0.258198889747161,0,0
0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.193649167310371,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,-0.182574185835055,0,0,0,0,0.433012701892219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335410196624968,0,0,0,0,0,0.258198889747161,0,0,0,0
0.353553390593274,0.204124145231932,-0.166666666666667,0.204124145231932,0.117851130197758,0,-0.235702260395516,0,0,0.288675134594813,0,0,0.166666666666667,0,0,-0.182574185835055,0,0,-0.353553390593274,0,0,-0.204124145231932,0,0,0.166666666666667,0,0,-0.204124145231932,0,0,-0.117851130197758,0,0,0,-0.223606797749979,0,0,0,0,0.235702260395516,0,0,0,0,-0.288675134594813,0,0,0,0,-0.166666666666667,0,0,0,0,0.182574185835055,0,0,0,0,0,0.223606797749979,0,0,0
-0.353553390593274,0.204124145231932,-0.166666666666667,-0.204124145231932,0.117851130197758,0,-0.235702260395516,0,0,-0.288675134594813,0,0,0.166666666666667,0,0,-0.182574185835055,0,0,0.353553390593274,0,0,-0.204124145231932,0,0,0.166666666666667,0,0,0.204124145231932,0,0,-0.117851130197758,0,0,0,-0.223606797749979,0,0,0,0,0.235702260395516,0,0,0,0,0.288675134594813,0,0,0,0,-0.166666666666667,0,0,0,0,0.182574185835055,0,0,0,0,0,0.223606797749979,0,0,0
0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0.707106781186547,0,0,-0.193649167310371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.365148371670111,0,0,0,0,0.144337567297406,0,0,0,0,0,0,0,0,0,-0.408248290463863,0,0,0,0,0.111803398874989,0,0,0,0,0,0.258198889747161,0,0
0,-0.408248290463863,-0.166666666666667,0,-0.235702260395516,0,-0.235702260395516,0,0,0,0,0,-0.333333333333333,0,0,-0.182574185835055,0,0,0,0,0,0.408248290463863,0,0,0.166666666666667,0,0,0,0,0,0.235702260395516,0,0,0,-0.223606797749979,0,0,0,0,0.235702260395516,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0.182574185835055,0,0,0,0,0,0.223606797749979,0,0,0
0,0,0,0,0,0,0,-0.25,0,0,0.612372435695795,0,0,-0.353553390593274,0,0,-0.193649167310371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.365148371670111,0,0,0,0,0.144337567297406,0,0,0,0,-0.353553390593274,0,0,0,0,0.204124145231932,0,0,0,0,0.111803398874989,0,0,0,0,0,0.258198889747161,0,0
0,0,0,0,0,0,0,-0.25,0,0,-0.612372435695795,0,0,-0.353553390593274,0,0,-0.193649167310371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.365148371670111,0,0,0,0,0.144337567297406,0,0,0,0,0.353553390593274,0,0,0,0,0.204124145231932,0,0,0,0,0.111803398874989,0,0,0,0,0,0.258198889747161,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.912870929175277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912870929175277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0
0,0,0,0,0,-0.25,0,0,-0.612372435695795,0,0,-0.353553390593274,0,0,-0.193649167310371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365148371670111,0,0,0,0,-0.144337567297406,0,0,0,0,-0.353553390593274,0,0,0,0,-0.204124145231932,0,0,0,0,-0.111803398874989,0,0,0,0,0,0.258198889747161,0,0,0,0
0,0,0,0,0,-0.25,0,0,0.612372435695795,0,0,-0.353553390593274,0,0,-0.193649167310371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365148371670111,0,0,0,0,-0.144337567297406,0,0,0,0,0.353553390593274,0,0,0,0,-0.204124145231932,0,0,0,0,-0.111803398874989,0,0,0,0,0,0.258198889747161,0,0,0,0
0,0.408248290463863,0.166666666666667,0,0.235702260395516,0,-0.235702260395516,0,0,0,0,0,-0.333333333333333,0,0,-0.182574185835055,0,0,0,0,0,0.408248290463863,0,0,0.166666666666667,0,0,0,0,0,0.235702260395516,0,0,0,0.223606797749979,0,0,0,0,-0.235702260395516,0,0,0,0,0,0,0,0,0,-0.333333333333333,0,0,0,0,-0.182574185835055,0,0,0,0,0,0.223606797749979,0,0,0
0,0,0,0,0,-0.25,0,0,0,0,0,0.707106781186547,0,0,-0.193649167310371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365148371670111,0,0,0,0,-0.144337567297406,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,-0.111803398874989,0,0,0,0,0,0.258198889747161,0,0,0,0
0.353553390593274,-0.204124145231932,0.166666666666667,0.204124145231932,-0.117851130197758,0,-0.235702260395516,0,0,-0.288675134594813,0,0,0.166666666666667,0,0,-0.182574185835055,0,0,0.353553390593274,0,0,-0.204124145231932,0,0,0.166666666666667,0,0,0.204124145231932,0,0,-0.117851130197758,0,0,0,0.223606797749979,0,0,0,0,-0.235702260395516,0,0,0,0,-0.288675134594813,0,0,0,0,0.166666666666667,0,0,0,0,-0.182574185835055,0,0,0,0,0,0.223606797749979,0,0,0
-0.353553390593274,-0.204124145231932,0.166666666666667,-0.204124145231932,-0.117851130197758,0,-0.235702260395516,0,0,0.288675134594813,0,0,0.166666666666667,0,0,-0.182574185835055,0,0,-0.353553390593274,0,0,-0.204124145231932,0,0,0.166666666666667,0,0,-0.204124145231932,0,0,-0.117851130197758,0,0,0,0.223606797749979,0,0,0,0,-0.235702260395516,0,0,0,0,0.288675134594813,0,0,0,0,0.166666666666667,0,0,0,0,-0.182574185835055,0,0,0,0,0,0.223606797749979,0,0,0
0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.193649167310371,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0.182574185835055,0,0,0,0,-0.433012701892219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.335410196624968,0,0,0,0,0,0.258198889747161,0,0
0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,-0.193649167310371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365148371670111,0,0,0,0,0.433012701892219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111803398874989,0,0,0,0,0,0.258198889747161,0,0,0,0
-0.353553390593274,-0.204124145231932,-0.166666666666667,0.204124145231932,0.117851130197758,0,0.235702260395516,0,0,-0.288675134594813,0,0,-0.166666666666667,0,0,-0.182574185835055,0,0,-0.353553390593274,0,0,-0.204124145231932,0,0,-0.166666666666667,0,0,0.204124145231932,0,0,0.117851130197758,0,0,0,0.223606797749979,0,0,0,0,0.235702260395516,0,0,0,0,-0.288675134594813,0,0,0,0,-0.166666666666667,0,0,0,0,-0.182574185835055,0,0,0,0,0,0.223606797749979,0,0,0
0.353553390593274,-0.204124145231932,-0.166666666666667,-0.204124145231932,0.117851130197758,0,0.235702260395516,0,0,0.288675134594813,0,0,-0.166666666666667,0,0,-0.182574185835055,0,0,0.353553390593274,0,0,-0.204124145231932,0,0,-0.166666666666667,0,0,-0.204124145231932,0,0,0.117851130197758,0,0,0,0.223606797749979,0,0,0,0,0.235702260395516,0,0,0,0,0.288675134594813,0,0,0,0,-0.166666666666667,0,0,0,0,-0.182574185835055,0,0,0,0,0,0.223606797749979,0,0,0
0,0,0,0,0,0,0,0.0833333333333334,0,0,0,0,0,-0.235702260395516,0,0,-0.193649167310371,0,0,0,0,0,0,0,0,-0.235702260395516,0,0,0,0,0,0.666666666666667,0,0,0,0.182574185835055,0,0,0,0,0.144337567297406,0,0,0,0,0,0,0,0,0,-0.408248290463863,0,0,0,0,-0.335410196624968,0,0,0,0,0,0.258198889747161,0,0
0,0.408248290463863,-0.166666666666667,0,-0.235702260395516,0,0.235702260395516,0,0,0,0,0,0.333333333333333,0,0,-0.182574185835055,0,0,0,0,0,0.408248290463863,0,0,-0.166666666666667,0,0,0,0,0,-0.235702260395516,0,0,0,0.223606797749979,0,0,0,0,0.235702260395516,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,-0.182574185835055,0,0,0,0,0,0.223606797749979,0,0,0
0,0,0,0,0,0,0,0.0833333333333334,0,0,-0.204124145231932,0,0,0.117851130197758,0,0,-0.193649167310371,0,0,0,0,0,0,0,0,-0.235702260395516,0,0,0.577350269189626,0,0,-0.333333333333333,0,0,0,0.182574185835055,0,0,0,0,0.144337567297406,0,0,0,0,-0.353553390593274,0,0,0,0,0.204124145231932,0,0,0,0,-0.335410196624968,0,0,0,0,0,0.258198889747161,0,0
0,0,0,0,0,0,0,0.0833333333333334,0,0,0.204124145231932,0,0,0.117851130197758,0,0,-0.193649167310371,0,0,0,0,0,0,0,0,-0.235702260395516,0,0,-0.577350269189626,0,0,-0.333333333333333,0,0,0,0.182574185835055,0,0,0,0,0.144337567297406,0,0,0,0,0.353553390593274,0,0,0,0,0.204124145231932,0,0,0,0,-0.335410196624968,0,0,0,0,0,0.258198889747161,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182574185835055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.894427190999916,0,0,0,0,0,0.408248290463863,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774596669241483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365148371670111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0.258198889747161,0,0,0,0
0,0,-0.166666666666667,-0.408248290463863,-0.235702260395516,0,-0.117851130197758,0,0,-0.288675134594813,0,0,-0.166666666666667,0,0,0.273861278752583,0,0,0,0,0,0,0,0,-0.166666666666667,0,0,-0.408248290463863,0,0,-0.235702260395516,0,0,0,0.223606797749979,0,0,0,0,-0.117851130197758,0,0,0,0,-0.288675134594813,0,0,0,0,-0.166666666666667,0,0,0,0,0.273861278752583,0,0,0,0,0,0.223606797749979,0,0,0
0,0,-0.166666666666667,0.408248290463863,-0.235702260395516,0,-0.117851130197758,0,0,0.288675134594813,0,0,-0.166666666666667,0,0,0.273861278752583,0,0,0,0,0,0,0,0,-0.166666666666667,0,0,0.408248290463863,0,0,-0.235702260395516,0,0,0,0.223606797749979,0,0,0,0,-0.117851130197758,0,0,0,0,0.288675134594813,0,0,0,0,-0.166666666666667,0,0,0,0,0.273861278752583,0,0,0,0,0,0.223606797749979,0,0,0
0,0,0,0,0,0,0,-0.166666666666667,0,0,0,0,0,-0.235702260395516,0,0,0.129099444873581,0,0,0,0,0,0.577350269189626,0,0,-0.235702260395516,0,0,0,0,0,-0.333333333333333,0,0,0,0.182574185835055,0,0,0,0,-0.288675134594813,0,0,0,0,0,0,0,0,0,-0.408248290463863,0,0,0,0,0.223606797749979,0,0,0,0,0,0.258198889747161,0,0
0,0,-0.166666666666667,0,0.471404520791032,0,-0.117851130197758,0,0,0,0,0,0.333333333333333,0,0,0.273861278752583,0,0,0,0,0,0,0,0,-0.166666666666667,0,0,0,0,0,0.471404520791032,0,0,0,0.223606797749979,0,0,0,0,-0.117851130197758,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0.273861278752583,0,0,0,0,0,0.223606797749979,0,0,0
0,0,0,0,0,0,0,-0.166666666666667,0,0,-0.204124145231932,0,0,0.117851130197758,0,0,0.129099444873581,0,0,0.5,0,0,-0.288675134594813,0,0,-0.235702260395516,0,0,-0.288675134594813,0,0,0.166666666666667,0,0,0,0.182574185835055,0,0,0,0,-0.288675134594813,0,0,0,0,-0.353553390593274,0,0,0,0,0.204124145231932,0,0,0,0,0.223606797749979,0,0,0,0,0,0.258198889747161,0,0
0,0,0,0,0,0,0,-0.166666666666667,0,0,0.204124145231932,0,0,0.117851130197758,0,0,0.129099444873581,0,0,-0.5,0,0,-0.288675134594813,0,0,-0.235702260395516,0,0,0.288675134594813,0,0,0.166666666666667,0,0,0,0.182574185835055,0,0,0,0,-0.288675134594813,0,0,0,0,0.353553390593274,0,0,0,0,0.204124145231932,0,0,0,0,0.223606797749979,0,0,0,0,0,0.258198889747161,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182574185835055,0,0,0,0,-0.866025403784439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223606797749979,0,0,0,0,0,0.408248290463863,0
0,0,0.5,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0,0.273861278752583,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.223606797749979,0,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273861278752583,0,0,0,0,0,0.223606797749979,0,0,0
0,0,0,0,0,0,0,0.166666666666667,0,0,-0.204124145231932,0,0,-0.117851130197758,0,0,0.129099444873581,0,0,-0.5,0,0,-0.288675134594813,0,0,0.235702260395516,0,0,-0.288675134594813,0,0,-0.166666666666667,0,0,0,0.182574185835055,0,0,0,0,0.288675134594813,0,0,0,0,-0.353553390593274,0,0,0,0,-0.204124145231932,0,0,0,0,0.223606797749979,0,0,0,0,0,0.258198889747161,0,0
0,0,0,0,0,0,0,0.166666666666667,0,0,0.204124145231932,0,0,-0.117851130197758,0,0,0.129099444873581,0,0,0.5,0,0,-0.288675134594813,0,0,0.235702260395516,0,0,0.288675134594813,0,0,-0.166666666666667,0,0,0,0.182574185835055,0,0,0,0,0.288675134594813,0,0,0,0,0.353553390593274,0,0,0,0,-0.204124145231932,0,0,0,0,0.223606797749979,0,0,0,0,0,0.258198889747161,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182574185835055,0,0,0,0,0.288675134594813,0,0,0,0,0,0,0,0,0,-0.816496580927726,0,0,0,0,0.223606797749979,0,0,0,0,0,0.408248290463863,0
0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0.235702260395516,0,0,0.129099444873581,0,0,0,0,0,0.577350269189626,0,0,0.235702260395516,0,0,0,0,0,0.333333333333333,0,0,0,0.182574185835055,0,0,0,0,0.288675134594813,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0.223606797749979,0,0,0,0,0,0.258198889747161,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182574185835055,0,0,0,0,0.288675134594813,0,0,0,0,-0.707106781186548,0,0,0,0,0.408248290463863,0,0,0,0,0.223606797749979,0,0,0,0,0,0.408248290463863,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182574185835055,0,0,0,0,0.288675134594813,0,0,0,0,0.707106781186548,0,0,0,0,0.408248290463863,0,0,0,0,0.223606797749979,0,0,0,0,0,0.408248290463863,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
